
 num     #instances         #bytes  class name
 430:           128           6144  org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment
 431:           128           6144  org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment
 432:           192           6144  org.springframework.core.annotation.DefaultAnnotationAttributeExtractor
 433:           254           6096  sun.reflect.generics.tree.ClassSignature
 434:           282           5896  [Lorg.apache.tomcat.util.modeler.ParameterInfo;
 435:           124           5896  [Lorg.springframework.asm.Type;
 436:           184           5888  org.springframework.core.convert.support.GenericConversionService$ConverterAdapter
 437:           122           5856  org.springframework.aop.framework.AdvisedSupport
 438:            91           5824  java.text.DateFormatSymbols
 439:           363           5808  org.hibernate.loader.entity.plan.EntityLoader$Builder$1
 440:           363           5808  org.hibernate.loader.plan.build.internal.returns.SimpleEntityIdentifierDescriptionImpl
 441:           363           5808  org.hibernate.loader.plan.exec.process.internal.EntityReturnReader
 442:           240           5760  java.io.FilePermissionCollection
 443:            40           5760  org.aspectj.weaver.ReferenceType
 444:           143           5720  java.lang.invoke.MethodType
 445:           143           5720  java.security.PrivilegedActionException
 446:            58           5568  sun.net.www.protocol.jar.URLJarFile$URLJarFileEntry
 447:            62           5456  org.aspectj.weaver.reflect.Java15ReflectionBasedReferenceTypeDelegate
 448:            61           5368  sun.net.www.protocol.jar.JarURLConnection
 449:           177           5328  [Ljava.util.Map;
 450:           165           5280  java.util.LinkedHashMap$LinkedKeyIterator
 451:           165           5280  org.hibernate.dialect.lock.SelectLockingStrategy
 452:            33           5280  org.hibernate.tuple.entity.EntityMetamodel
 453:            66           5280  org.hibernate.tuple.entity.PojoEntityTuplizer
 454:           254           5256  [Lsun.reflect.generics.tree.ClassTypeSignature;
 455:           326           5216  java.util.concurrent.atomic.AtomicInteger
 456:            50           5200  org.springframework.beans.factory.support.GenericBeanDefinition
 457:            36           5184  java.text.DecimalFormat
 458:            64           5120  org.hibernate.mapping.Table
 459:           212           5088  java.io.ByteArrayOutputStream
 460:            48           4992  org.springframework.beans.factory.support.GenericBeanDefinition
 461:           208           4992  org.springframework.cglib.core.Signature
 462:           208           4992  org.springframework.core.convert.converter.GenericConverter$ConvertiblePair
 463:           123           4920  org.springframework.cglib.proxy.Enhancer$EnhancerKey$$KeyFactoryByCGLIB$$4ce19e8f
 464:           153           4896  java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry
 465:           152           4864  java.beans.PropertyChangeEvent
 466:           303           4848  org.springframework.expression.common.LiteralExpression
 467:           199           4784  [Lorg.hibernate.engine.spi.ExecuteUpdateResultCheckStyle;
 468:           198           4752  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
 469:           148           4736  sun.security.util.ObjectIdentifier
 470:            84           4704  org.springframework.core.type.classreading.MethodMetadataReadingVisitor
 471:           294           4704  org.springframework.expression.common.LiteralExpression
 472:           117           4680  java.util.Formatter$FormatSpecifier
 473:            83           4648  java.util.Calendar$Builder
 474:           192           4608  com.sun.org.apache.xerces.internal.util.SymbolHash$Entry
 475:           192           4608  java.net.URLClassLoader$1
 476:           192           4608  org.springframework.core.annotation.SynthesizedAnnotationInvocationHandler
 477:           189           4536  java.util.jar.Manifest
 478:           140           4480  org.aspectj.weaver.Lint$Kind
 479:           279           4464  sun.misc.ProxyGenerator$ConstantPool$ValueEntry
 480:            92           4416  javax.management.MBeanInfo
 481:           184           4416  org.jboss.logging.Log4jLogger
 482:           276           4416  org.springframework.aop.framework.adapter.MethodBeforeAdviceInterceptor
 483:           274           4384  java.lang.Byte
 484:           182           4368  java.lang.invoke.LambdaForm$Name
 485:           182           4368  org.springframework.util.AntPathMatcher$AntPathStringMatcher
 486:           136           4352  cn.nubia.framework.validator.internal.util.ConcurrentReferenceHashMap$HashEntry
 487:            68           4352  java.text.DecimalFormatSymbols
 488:           133           4256  java.lang.reflect.WeakCache$CacheValue
 489:           222           4208  [Lorg.aspectj.weaver.ResolvedType;
 490:           173           4152  com.sun.jmx.mbeanserver.NamedObject
 491:           104           4128  [Lorg.hibernate.type.Type;
 492:            12           4128  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl
 493:           172           4128  java.security.Provider$ServiceKey
 494:             1           4112  [Lcom.sun.org.apache.xpath.internal.objects.XObject;
 495:           166           3984  org.hibernate.dialect.function.StandardSQLFunction
 496:            99           3960  [Ljava.util.Formatter$Flags;
 497:            55           3960  java.util.concurrent.ThreadPoolExecutor
 498:           165           3960  org.apache.tomcat.util.digester.ArrayStack
 499:            26           3952  org.aspectj.weaver.ArrayReferenceType
 500:           246           3936  com.sun.org.apache.xerces.internal.util.AugmentationsImpl
 501:           123           3936  org.springframework.beans.factory.config.TypedStringValue
 502:           244           3904  org.apache.juli.logging.DirectJDKLog
 503:            69           3864  java.security.Provider$Service
 504:           240           3840  org.springframework.core.convert.support.GenericConversionService$ConvertersForPair
 505:            96           3840  sun.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl
 506:           211           3832  [Lcom.sun.jmx.mbeanserver.MXBeanMapping;
 507:            95           3800  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredFieldElement
 508:            59           3776  java.util.regex.Matcher
 509:           157           3768  org.apache.tomcat.util.scan.StandardJarScanner$ClassPathEntry
 510:           158           3760  [Lorg.springframework.core.ResolvableType;
 511:           234           3744  org.apache.ibatis.scripting.xmltags.StaticTextSqlNode
 512:           156           3744  redis.clients.jedis.Protocol$Command
 513:           156           3744  redis.clients.jedis.Protocol$Command
 514:           149           3704  [Ljavax.management.MBeanParameterInfo;
 515:            66           3696  cn.nubia.framework.validator.internal.metadata.aggregated.BeanMetaDataImpl
 516:           230           3680  org.springframework.util.LinkedMultiValueMap
 517:            73           3648  [Lorg.hibernate.FetchMode;
 518:           228           3648  com.sun.proxy.$Proxy27
 519:           152           3648  java.net.URLClassLoader$2
 520:           152           3648  java.util.Arrays$ArrayList
 521:            65           3640  javax.management.MBeanServerNotification
 522:           227           3632  org.apache.tomcat.util.bcel.classfile.ConstantPool
 523:            72           3616  [Lorg.hibernate.property.Getter;
 524:            72           3616  [Lorg.hibernate.property.Setter;
 525:            71           3608  [Lorg.hibernate.engine.spi.CascadeStyle;
 526:            18           3600  com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl
 527:            64           3584  org.apache.tomcat.util.modeler.ManagedBean
 528:           149           3576  java.util.Collections$SynchronizedSet
 529:            13           3536  [Lcom.fasterxml.jackson.core.sym.Name;
 530:            39           3536  [Ljava.lang.invoke.LambdaForm;
 531:            71           3520  [[S
 532:           110           3520  com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl
 533:           220           3520  com.sun.proxy.$Proxy24
 534:           109           3488  java.lang.StackTraceElement
 535:            14           3472  [Ljava.lang.invoke.MethodHandle;
 536:            66           3472  [Lorg.hibernate.tuple.InDatabaseValueGenerationStrategy;
 537:            66           3472  [Lorg.hibernate.tuple.InMemoryValueGenerationStrategy;
 538:            66           3472  [Lorg.hibernate.tuple.NonIdentifierAttribute;
 539:            18           3456  com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration
 540:           144           3456  org.jboss.logging.Log4jLogger
 541:           108           3456  org.springframework.asm.Type
 542:            54           3456  org.springframework.util.LinkedCaseInsensitiveMap
 543:            70           3360  java.util.concurrent.ConcurrentHashMap$TreeBin
 544:            70           3360  org.hibernate.type.ManyToOneType
 545:            69           3312  cn.nubia.framework.validator.internal.util.ConcurrentReferenceHashMap$SoftKeyReference
